timestamp,count,plastic,organic,glass,paper,metal,temperature,is_holiday,dayofweek,weekofyear,month,dayofyear,is_weekend,temp_bin,7day_avg,7day_std,temp_7day_avg,14day_avg,14day_std,temp_14day_avg,28day_avg,28day_std,temp_28day_avg,90day_avg,90day_std,temp_90day_avg,lag_1,temp_lag_1,lag_2,temp_lag_2,lag_3,temp_lag_3,lag_7,temp_lag_7,trend,rolling_max_14,rolling_min_14
2022-01-11,7,0,3,0,3,1,-3.086322644432602,False,1,2,1,11,0,freezing,10.571428571428571,1.9023794624226842,-4.774315978228782,10.636363636363637,3.107176444063879,-5.321924947148002,10.636363636363637,3.107176444063879,-5.321924947148002,10.636363636363637,3.107176444063879,-5.321924947148002,12.0,-4.759142762424255,10.0,-6.084525871480902,13.0,-8.195210331324759,16.0,-4.809573786009359,-0.41666666666666663,16.0,5.0
2022-01-12,14,6,5,0,1,2,-3.8045037756350237,False,2,2,1,12,0,freezing,11.0,2.309401076758503,-4.63352767327691,10.916666666666666,3.117642854737689,-5.195473182855253,10.916666666666666,3.117642854737689,-5.195473182855253,10.916666666666666,3.117642854737689,-5.195473182855253,7.0,-3.086322644432602,12.0,-4.759142762424255,10.0,-6.084525871480902,11.0,-4.790021910298128,1.0,16.0,5.0
2022-01-13,5,2,2,1,0,0,-5.616263646702444,False,3,2,1,13,0,freezing,10.285714285714286,3.251373336211727,-5.379510798007765,10.461538461538462,3.4062536756037565,-5.227841680074268,10.461538461538462,3.4062536756037565,-5.227841680074268,10.461538461538462,3.4062536756037565,-5.227841680074268,14.0,-3.8045037756350237,7.0,-3.086322644432602,12.0,-4.759142762424255,10.0,-0.394381773586451,-0.6428571428571428,16.0,5.0
2022-01-14,16,6,4,2,3,1,-6.833018440191852,False,4,2,1,14,0,freezing,11.0,3.9157800414902435,-5.482712496027405,10.857142857142858,3.59180997563887,-5.342497162939809,10.857142857142858,3.59180997563887,-5.342497162939809,10.857142857142858,3.59180997563887,-5.342497162939809,5.0,-5.616263646702444,14.0,-3.8045037756350237,7.0,-3.086322644432602,11.0,-6.110606554054375,2.2,16.0,5.0
2022-01-15,10,6,2,1,1,0,-6.898959936187953,False,5,2,1,15,1,freezing,10.571428571428571,3.8234863173611098,-5.297533868150718,11.142857142857142,3.3248977510511586,-5.310114336399345,10.8,3.4682230938293785,-5.44626134782302,10.8,3.4682230938293785,-5.44626134782302,16.0,-6.833018440191852,5.0,-5.616263646702444,14.0,-3.8045037756350237,13.0,-8.195210331324759,-0.375,16.0,5.0
2022-01-16,10,4,5,0,0,1,-2.8025464217532896,False,6,2,1,16,1,freezing,10.571428571428571,3.8234863173611098,-4.828679661046775,11.357142857142858,3.128212634351169,-5.040231061296582,10.75,3.356585566713094,-5.281029164943661,10.75,3.356585566713094,-5.281029164943661,10.0,-6.898959936187953,16.0,-6.833018440191852,5.0,-5.616263646702444,10.0,-6.084525871480902,0.0,16.0,5.0
2022-01-17,18,8,2,2,5,1,-0.3266355322024719,False,0,3,1,17,0,freezing,11.428571428571429,4.7559486560567095,-4.195464342443662,11.642857142857142,3.5432957899313244,-4.607979527591704,11.176470588235293,3.6951876494578566,-4.989594245370649,11.176470588235293,3.6951876494578566,-4.989594245370649,10.0,-2.8025464217532896,10.0,-6.898959936187953,16.0,-6.833018440191852,12.0,-4.759142762424255,0.8,18.0,5.0
2022-01-18,12,4,4,2,2,0,-9.450486545513296,False,1,3,1,18,0,freezing,12.142857142857142,4.336994790119513,-5.104630614026618,11.357142857142858,3.3191088437234946,-4.9394732961277,11.222222222222221,3.590109871423002,-5.237421595378574,11.222222222222221,3.590109871423002,-5.237421595378574,18.0,-0.3266355322024719,10.0,-2.8025464217532896,10.0,-6.898959936187953,7.0,-3.086322644432602,-0.33333333333333337,18.0,5.0
2022-01-19,8,1,4,2,1,0,-4.260512028708577,False,2,3,1,19,0,freezing,11.285714285714286,4.4986770542121866,-5.169774650179983,11.142857142857142,3.43862993417085,-4.901651161728447,11.052631578947368,3.566412517588793,-5.186005302395944,11.052631578947368,3.566412517588793,-5.186005302395944,12.0,-9.450486545513296,18.0,-0.3266355322024719,10.0,-2.8025464217532896,14.0,-3.8045037756350237,-0.33333333333333337,18.0,5.0
2022-01-20,15,8,4,1,1,1,-5.463191623091531,False,3,3,1,20,0,freezing,12.714285714285714,3.683941988065034,-5.147907218235567,11.5,3.5680203517874203,-5.263709008121666,11.25,3.581751997056894,-5.1998646184307225,11.25,3.581751997056894,-5.1998646184307225,8.0,-4.260512028708577,12.0,-9.450486545513296,18.0,-0.3266355322024719,5.0,-5.616263646702444,0.875,18.0,5.0
2022-01-21,19,8,5,1,4,1,-10.805913084168946,False,4,3,1,21,0,freezing,13.142857142857142,4.259443290250162,-5.715463595946581,12.071428571428571,4.084949594158192,-5.599088045986993,11.619047619047619,3.8791260675078663,-5.4668193072754,11.619047619047619,3.8791260675078663,-5.4668193072754,15.0,-5.463191623091531,8.0,-4.260512028708577,12.0,-9.450486545513296,16.0,-6.833018440191852,0.2666666666666666,19.0,5.0
2022-01-22,23,9,8,0,6,0,-7.948995804906053,False,5,3,1,22,1,freezing,15.0,5.354126134736333,-5.865468720049166,12.785714285714286,5.0257578292474205,-5.581501294099943,12.136363636363637,4.496511394249404,-5.5796455117131565,12.136363636363637,4.496511394249404,-5.5796455117131565,19.0,-10.805913084168946,15.0,-5.463191623091531,8.0,-4.260512028708577,10.0,-6.898959936187953,0.21052631578947367,23.0,5.0
2022-01-23,9,4,3,1,1,0,-4.136670089155418,False,6,3,1,23,1,freezing,14.857142857142858,5.5205244747388305,-6.056057815392328,12.714285714285714,5.075257802145793,-5.4423687382195505,12.0,4.441539454656766,-5.516907449862821,12.0,4.441539454656766,-5.516907449862821,23.0,-7.948995804906053,19.0,-10.805913084168946,15.0,-5.463191623091531,10.0,-2.8025464217532896,-0.6086956521739131,23.0,5.0
2022-01-24,5,3,2,0,0,0,-1.8526710042273327,False,0,4,1,24,0,freezing,13.0,6.403124237432847,-6.274062882824451,12.214285714285714,5.47973288833247,-5.234763612634056,11.708333333333334,4.572880042605313,-5.364230931294675,11.708333333333334,4.572880042605313,-5.364230931294675,9.0,-4.136670089155418,23.0,-7.948995804906053,19.0,-10.805913084168946,18.0,-0.3266355322024719,-0.4444444444444444,23.0,5.0
2022-01-25,7,4,1,0,1,1,-4.671995847103465,False,1,4,1,25,0,freezing,12.285714285714286,6.79985994253523,-5.591421354480189,12.214285714285714,5.47973288833247,-5.348025984253404,11.52,4.574567374808974,-5.336541527927027,11.52,4.574567374808974,-5.336541527927027,5.0,-1.8526710042273327,9.0,-4.136670089155418,23.0,-7.948995804906053,12.0,-9.450486545513296,0.3999999999999999,23.0,5.0
2022-01-26,9,2,4,0,2,1,-6.6167629461560695,False,2,4,1,26,0,freezing,12.428571428571429,6.704653678780205,-5.928028628401258,11.857142857142858,5.517205854375966,-5.548901639290621,11.423076923076923,4.509306615639056,-5.385780813243528,11.423076923076923,4.509306615639056,-5.385780813243528,7.0,-4.671995847103465,5.0,-1.8526710042273327,9.0,-4.136670089155418,8.0,-4.260512028708577,0.2857142857142858,23.0,5.0
2022-01-27,9,4,1,1,2,1,-9.26956720363199,False,3,4,1,27,0,freezing,11.571428571428571,6.704653678780205,-6.471796568478467,12.142857142857142,5.230930831375746,-5.809851893357018,11.333333333333334,4.44626031280567,-5.529624753628286,11.333333333333334,4.44626031280567,-5.529624753628286,9.0,-6.6167629461560695,7.0,-4.671995847103465,5.0,-1.8526710042273327,15.0,-5.463191623091531,0.0,23.0,5.0
2022-01-28,12,5,4,2,0,1,-3.6345497093099723,False,4,4,1,28,0,freezing,10.571428571428571,5.883795341363227,-5.447316086355757,11.857142857142858,5.11193389353463,-5.581389841151169,11.357142857142858,4.364963923437404,-5.4619435020454885,11.357142857142858,4.364963923437404,-5.4619435020454885,9.0,-9.26956720363199,9.0,-6.6167629461560695,7.0,-4.671995847103465,19.0,-10.805913084168946,0.33333333333333326,23.0,5.0
2022-01-29,19,8,6,3,1,1,-6.93584365128415,False,5,4,1,29,1,freezing,10.0,4.509249752822894,-5.302580064409772,12.5,5.4172090458236735,-5.584024392229469,11.821428571428571,4.46429100528787,-5.447069364314407,11.620689655172415,4.5151632869021645,-5.512767645122684,12.0,-3.6345497093099723,9.0,-9.26956720363199,9.0,-6.6167629461560695,23.0,-7.948995804906053,0.5833333333333333,23.0,5.0
2022-01-30,6,2,0,2,1,1,0.5420445639307792,False,6,4,1,30,1,cold,9.571428571428571,4.7559486560567095,-4.6341922568260285,12.214285714285714,5.659281979851553,-5.345125036109178,11.785714285714286,4.5080762330234965,-5.192678048702881,11.433333333333334,4.553765651545477,-5.310940571487569,19.0,-6.93584365128415,12.0,-3.6345497093099723,9.0,-9.26956720363199,9.0,-4.136670089155418,-0.6842105263157895,23.0,5.0
2022-01-31,13,4,5,2,2,0,-5.886250105381999,False,0,5,1,31,0,freezing,10.714285714285714,4.423960733486291,-5.210417842705267,11.857142857142858,5.418730235270745,-5.742240362764859,11.75,4.493822920904254,-5.175109945178282,11.483870967741936,4.486059649937315,-5.32949894354868,6.0,0.5420445639307792,19.0,-6.93584365128415,12.0,-3.6345497093099723,5.0,-1.8526710042273327,1.1666666666666665,23.0,5.0
2022-02-01,17,8,3,3,3,0,-2.4989609617234576,False,1,5,2,32,0,freezing,12.142857142857142,4.634241089562612,-4.89998428765098,12.214285714285714,5.590907060418885,-5.245702821065585,11.785714285714286,4.532656345342491,-5.092588058596641,11.65625,4.519558749515552,-5.241044631616641,13.0,-5.886250105381999,6.0,0.5420445639307792,19.0,-6.93584365128415,7.0,-4.671995847103465,0.3076923076923077,23.0,5.0
2022-02-02,9,3,4,1,1,0,-3.1930208978840957,False,2,5,2,33,0,freezing,12.142857142857142,4.634241089562612,-4.410878280754984,12.285714285714286,5.539072005428225,-5.169453454578121,11.714285714285714,4.561165728652359,-5.035552308153284,11.575757575757576,4.472347698848329,-5.178983306352019,17.0,-2.4989609617234576,13.0,-5.886250105381999,6.0,0.5420445639307792,9.0,-6.6167629461560695,-0.47058823529411764,23.0,5.0
2022-02-03,11,5,4,0,2,0,-9.966440400668752,False,3,5,2,34,0,freezing,12.428571428571429,4.466808810815719,-4.510431594617378,12.0,5.491251783869151,-5.491114081547922,11.75,4.551149630913376,-5.3774115448347946,11.558823529411764,4.405170353879895,-5.31979086794957,9.0,-3.1930208978840957,17.0,-2.4989609617234576,13.0,-5.886250105381999,9.0,-9.26956720363199,0.22222222222222232,23.0,5.0
2022-02-04,11,3,6,1,1,0,-3.6477589934385275,False,4,5,2,35,0,freezing,12.285714285714286,4.498677054212185,-4.512318635207172,11.428571428571429,5.109783763515839,-4.979817360781465,11.75,4.551149630913376,-5.289452703384228,11.542857142857143,4.340932789043341,-5.272018528677825,11.0,-9.966440400668752,9.0,-3.1930208978840957,17.0,-2.4989609617234576,12.0,-3.6345497093099723,0.0,23.0,5.0
2022-02-05,14,7,4,2,1,0,0.6081395385607244,False,5,5,2,36,1,cold,11.571428571428571,3.552329886011096,-3.4346067509436184,10.785714285714286,3.984171980929834,-4.368593407676695,11.785714285714286,4.565223963976997,-4.975047350888318,11.61111111111111,4.298024647790642,-5.108680804587866,11.0,-3.6477589934385275,11.0,-9.966440400668752,9.0,-3.1930208978840957,19.0,-6.93584365128415,0.2727272727272727,19.0,5.0
2022-02-06,9,4,4,1,0,0,-7.99101823728577,False,6,5,2,37,1,freezing,12.0,2.8867513459481264,-4.653615722545983,10.785714285714286,3.984171980929834,-4.643903989686005,11.75,4.583585851629624,-5.043136363952778,11.54054054054054,4.2595943638032185,-5.186581816282404,14.0,0.6081395385607244,11.0,-3.6477589934385275,11.0,-9.966440400668752,6.0,0.5420445639307792,-0.3571428571428571,19.0,5.0
2022-02-07,10,4,2,0,4,0,-9.321048250820212,False,0,6,2,38,0,freezing,11.571428571428571,2.935821455580636,-5.144301171894298,11.142857142857142,3.6343900738351125,-5.177359507299783,11.678571428571429,4.595114728173756,-5.206061559966919,11.5,4.209063579493213,-5.295383564559715,9.0,-7.99101823728577,14.0,0.6081395385607244,11.0,-3.6477589934385275,13.0,-5.886250105381999,0.11111111111111116,19.0,6.0
2022-02-08,11,7,2,1,1,0,-6.432509757255382,False,1,6,2,39,0,freezing,10.714285714285714,1.7043362064926904,-5.706236714113146,11.428571428571429,3.435432695046985,-5.303110500882063,11.821428571428571,4.505581488583306,-5.3255682425677335,11.487179487179487,4.1540835639657345,-5.324540646423706,10.0,-9.321048250820212,9.0,-7.99101823728577,14.0,0.6081395385607244,17.0,-2.4989609617234576,0.10000000000000009,19.0,6.0
2022-02-09,5,4,0,1,0,0,-5.451651531025609,False,2,6,2,40,0,freezing,10.142857142857142,2.7342623276105873,-6.028898233133361,11.142857142857142,3.7999421626599035,-5.219888256944173,11.5,4.662696724079398,-5.384394948117397,11.325,4.226822168133602,-5.327718418538754,11.0,-6.432509757255382,10.0,-9.321048250820212,9.0,-7.99101823728577,9.0,-3.1930208978840957,-0.5454545454545454,19.0,5.0
2022-02-10,12,5,3,2,2,0,-5.860621245230912,False,3,6,2,41,0,freezing,10.285714285714286,2.811540841738191,-5.442352639499384,11.357142857142858,3.7541186173863204,-4.976392117058381,11.75,4.485573583207656,-5.393122005207699,11.341463414634147,4.174983569414143,-5.3407160484580745,5.0,-5.451651531025609,11.0,-6.432509757255382,10.0,-9.321048250820212,11.0,-9.966440400668752,1.4,19.0,5.0
2022-02-11,16,7,6,0,3,0,-7.74885510869149,False,4,6,2,42,0,freezing,11.0,3.5590260840104353,-6.02822351310695,11.642857142857142,3.953715737362528,-5.270271074157061,11.75,4.485573583207656,-5.425830457654115,11.452380952380953,4.18593685613278,-5.398052692749347,12.0,-5.860621245230912,5.0,-5.451651531025609,11.0,-6.432509757255382,11.0,-3.6477589934385275,0.33333333333333326,19.0,5.0
2022-02-12,11,4,2,0,3,2,-6.087075665569272,False,5,6,2,43,1,freezing,10.571428571428571,3.309438162646485,-6.984682827982664,11.071428571428571,3.3389147411025086,-5.209644789463141,11.785714285714286,4.475092739425076,-5.3968345908463045,11.44186046511628,4.136379401299525,-5.414076482814926,16.0,-7.74885510869149,12.0,-5.860621245230912,5.0,-5.451651531025609,14.0,0.6081395385607244,-0.3125,17.0,5.0
2022-02-13,13,5,3,1,2,2,2.888377393505034,False,6,6,2,44,1,cold,11.142857142857142,3.338091841585119,-5.430483452155407,11.571428571428571,3.030975616334314,-5.042049587350695,11.892857142857142,4.466660743895623,-5.193587311729936,11.477272727272727,4.094742155403549,-5.2253843492622,11.0,-6.087075665569272,16.0,-7.74885510869149,12.0,-5.860621245230912,9.0,-7.99101823728577,0.18181818181818188,17.0,5.0
2022-02-14,8,2,5,0,1,0,-3.061993700532865,False,0,7,2,45,0,freezing,10.857142857142858,3.532165125838607,-4.536332802114357,11.214285714285714,3.142232705199658,-4.840316987004328,11.535714285714286,4.358747210917061,-5.291278674884593,11.4,4.0809980953861595,-5.177309001512659,13.0,2.888377393505034,11.0,-6.087075665569272,16.0,-7.74885510869149,10.0,-9.321048250820212,-0.3846153846153846,17.0,5.0
2022-02-15,9,1,6,0,1,1,-5.5041331330575485,False,1,7,2,46,0,freezing,10.571428571428571,3.598941643369748,-4.4037075700860955,10.642857142857142,2.706321456179183,-5.05497214209962,11.428571428571429,4.3837120362691735,-5.150337481582603,11.347826086956522,4.0508840807592605,-5.184413873937548,8.0,-3.061993700532865,13.0,2.888377393505034,11.0,-6.087075665569272,11.0,-6.432509757255382,0.125,16.0,5.0
2022-02-16,11,6,2,1,0,2,1.4816628614300293,False,2,7,2,47,0,cold,11.428571428571429,2.6367367999823075,-3.4132340854495746,10.785714285714286,2.6654072117399985,-4.7210661592914684,11.535714285714286,4.333180705492794,-4.945259806934795,11.340425531914894,4.006932013749699,-5.04258245403611,9.0,-5.5041331330575485,8.0,-3.061993700532865,13.0,2.888377393505034,5.0,-5.451651531025609,0.22222222222222232,16.0,5.0
2022-02-17,12,7,3,2,0,0,3.297100157942481,False,3,7,2,48,0,cold,11.428571428571429,2.6367367999823075,-2.104988170710519,10.857142857142858,2.6849192182989783,-3.7736704051049514,11.428571428571429,4.281126291998676,-4.632392243326437,11.354166666666666,3.9652189085733722,-4.868839066286556,11.0,1.4816628614300293,9.0,-5.5041331330575485,8.0,-3.061993700532865,12.0,-5.860621245230912,0.09090909090909083,16.0,5.0
2022-02-18,19,6,6,5,2,0,-5.697682365857277,False,4,7,2,49,0,freezing,11.857142857142858,3.57903950935496,-1.811963493162774,11.428571428571429,3.457751286030264,-3.920093503134862,11.428571428571429,4.281126291998676,-4.449955431958164,11.510204081632653,4.072890297337956,-4.885754235665551,12.0,3.297100157942481,11.0,1.4816628614300293,9.0,-5.5041331330575485,16.0,-7.74885510869149,0.5833333333333333,19.0,5.0
2022-02-19,11,4,4,0,2,1,-2.4751382016571553,False,5,7,2,50,1,freezing,11.857142857142858,3.57903950935496,-1.2959724268896144,11.214285714285714,3.3781781942472926,-4.14032762743614,11.0,3.631141030748488,-4.254460517556417,11.5,4.031761654762882,-4.837541914985382,19.0,-5.697682365857277,12.0,3.297100157942481,11.0,1.4816628614300293,11.0,-6.087075665569272,-0.42105263157894735,19.0,5.0
2022-02-20,9,2,3,0,3,1,2.5826466715566667,False,6,7,2,51,1,cold,11.285714285714286,3.683941988065034,-1.33964824431081,11.214285714285714,3.3781781942472926,-3.385065848233108,11.0,3.631141030748488,-4.014484918959557,11.450980392156863,4.006563242931259,-4.692048021131617,11.0,-2.4751382016571553,19.0,-5.697682365857277,12.0,3.297100157942481,13.0,2.888377393505034,-0.18181818181818177,19.0,5.0
2022-02-21,8,4,4,0,0,0,1.9038004609002623,False,0,8,2,52,0,cold,11.285714285714286,3.683941988065034,-0.6302490783917917,11.071428571428571,3.4743961448615153,-2.5832909402530744,11.107142857142858,3.4890228464830133,-3.8803252237764285,11.384615384615385,3.9958500342516943,-4.565204781092542,9.0,2.5826466715566667,11.0,-2.4751382016571553,19.0,-5.697682365857277,8.0,-3.061993700532865,-0.11111111111111116,19.0,5.0
2022-02-22,13,6,3,1,3,0,0.48378980991019066,False,1,8,2,53,0,cold,11.857142857142858,3.57903950935496,0.22516848488931393,11.214285714285714,3.5121453322954648,-2.0892695425983905,11.321428571428571,3.410806046024589,-3.696190021740226,11.415094339622641,3.9634579029707373,-4.469940732205698,8.0,1.9038004609002623,9.0,2.5826466715566667,11.0,-2.4751382016571553,9.0,-5.5041331330575485,0.625,19.0,5.0
2022-02-23,14,7,4,1,2,0,-5.677859514972788,False,2,8,2,54,0,freezing,12.285714285714286,3.638419332360581,-0.7976204260253742,11.857142857142858,3.084879822048746,-2.1054272557374745,11.5,3.415650255319867,-3.662657756340824,11.462962962962964,3.941616194534607,-4.492309598553237,13.0,0.48378980991019066,8.0,1.9038004609002623,9.0,2.5826466715566667,11.0,1.4816628614300293,0.07692307692307687,19.0,8.0
2022-02-24,9,6,2,1,0,0,2.801233494796713,False,3,8,2,55,0,cold,11.857142857142858,3.848314411469493,-0.8684585207604839,11.642857142857142,3.1770122117182016,-1.4867233457355016,11.5,3.415650255319867,-3.2315577313969412,11.418181818181818,3.9190461287056273,-4.359699724128693,14.0,-5.677859514972788,13.0,0.48378980991019066,8.0,1.9038004609002623,12.0,3.297100157942481,-0.3571428571428571,19.0,8.0
2022-02-25,21,9,6,4,2,0,-0.758636447118008,False,4,8,2,56,0,freezing,12.142857142857142,4.488079449258572,-0.16288053236915973,12.0,3.9026618135279434,-0.9874220127659669,11.821428571428571,3.8591264740686007,-3.128846543461514,11.589285714285714,4.088906436219329,-4.295395022753501,9.0,2.801233494796713,14.0,-5.677859514972788,13.0,0.48378980991019066,19.0,-5.697682365857277,1.3333333333333335,21.0,8.0
2022-02-26,19,7,5,2,3,2,-0.9723973076347494,False,5,8,2,57,1,freezing,13.285714285714286,5.122313465427043,0.05179673820546969,12.571428571428571,4.309458036856672,-0.6220878443420724,11.821428571428571,3.8591264740686007,-2.915866316902607,11.719298245614034,4.1694226474456375,-4.237096817225102,21.0,-0.758636447118008,9.0,2.801233494796713,14.0,-5.677859514972788,11.0,-2.4751382016571553,-0.09523809523809523,21.0,8.0
2022-02-27,10,5,4,1,0,0,-2.904189665144644,False,6,8,2,58,1,freezing,13.428571428571429,4.9952358255022276,-0.7320370241804318,12.357142857142858,4.360789322643724,-1.0358426342456208,11.964285714285714,3.7066720908947417,-3.0389461107981575,11.689655172413794,4.138848456476093,-4.214115659430612,19.0,-0.9723973076347494,21.0,-0.758636447118008,9.0,2.801233494796713,9.0,2.5826466715566667,-0.4736842105263158,21.0,8.0
2022-02-28,13,8,1,0,3,1,-2.68928835192749,False,0,9,2,59,0,freezing,14.142857142857142,4.413183712037199,-1.3881925688701107,12.714285714285714,4.177385480243527,-1.0092208236309512,11.964285714285714,3.7066720908947417,-2.9247689053176393,11.711864406779661,4.106558452783191,-4.188271128794966,10.0,-2.904189665144644,19.0,-0.9723973076347494,21.0,-0.758636447118008,8.0,1.9038004609002623,0.30000000000000004,21.0,8.0
2022-03-01,7,3,3,1,0,0,2.0582867744792246,False,1,9,3,60,0,cold,13.285714285714286,5.186980037050641,-1.1632644310745344,12.571428571428571,4.345011033256517,-0.46904797309261037,11.607142857142858,3.685198479144351,-2.7620100575961146,11.633333333333333,4.1167976145142315,-4.084161830407063,13.0,-2.68928835192749,10.0,-2.904189665144644,19.0,-0.9723973076347494,13.0,0.48378980991019066,-0.46153846153846156,21.0,7.0
2022-03-02,8,3,3,1,0,1,-0.7878908578637216,False,2,9,3,61,0,freezing,12.428571428571429,5.533448076836684,-0.4646974800589535,12.357142857142858,4.499694739340963,-0.6311589530421641,11.571428571428571,3.7161167647860336,-2.6761125561668164,11.573770491803279,4.108767115950326,-4.030124601348975,7.0,2.0582867744792246,13.0,-2.68928835192749,10.0,-2.904189665144644,14.0,-5.677859514972788,0.1428571428571428,21.0,7.0
2022-03-03,10,4,5,1,0,0,-0.20979265252519785,False,3,9,3,62,0,freezing,12.571428571428571,5.442338432975993,-0.8948440725335123,12.214285714285714,4.543441112511213,-0.8816512966469982,11.535714285714286,3.7266024925615753,-2.327660850875975,11.548387096774194,4.079848194519324,-3.968506344109882,8.0,-0.7878908578637216,7.0,2.0582867744792246,13.0,-2.68928835192749,9.0,2.801233494796713,0.25,21.0,7.0
2022-03-04,19,9,3,1,4,2,-2.0111795115183635,False,4,9,3,63,0,freezing,12.285714285714286,4.956957592256417,-1.0737787960192773,12.214285714285714,4.543441112511213,-0.6183296641942186,11.821428571428571,3.9819367280031104,-2.26921158366454,11.666666666666666,4.154282671668966,-3.9374376642274767,10.0,-0.20979265252519785,8.0,-0.7878908578637216,7.0,2.0582867744792246,21.0,-0.758636447118008,0.8999999999999999,21.0,7.0
2022-03-05,12,4,4,1,2,1,-0.6466366852574779,False,5,9,3,64,1,freezing,11.285714285714286,3.988077469754303,-1.0272415642510957,12.285714285714286,4.53072538645552,-0.48772241302281305,11.75,3.959283511688186,-2.314025020229476,11.671875,4.121390917546903,-3.8860188989310704,19.0,-2.0111795115183635,10.0,-0.20979265252519785,8.0,-0.7878908578637216,19.0,-0.9723973076347494,-0.368421052631579,21.0,7.0
