timestamp,count,plastic,organic,glass,paper,metal,dayofweek,weekofyear,month,dayofyear,is_weekend,is_holiday,7day_avg,7day_std,14day_avg,14day_std,28day_avg,28day_std,90day_avg,90day_std,lag_1,lag_2,lag_3,lag_7,trend,rolling_max_14,rolling_min_14
2022-01-17,8,3,3,1,1,0,0,3,1,17,0,0,11.714285714285714,4.680252333449757,10.714285714285714,3.8715644110631806,10.647058823529411,3.5696844480743017,10.647058823529411,3.5696844480743017,12.0,11.0,19.0,7.0,-0.33333333333333337,19.0,5.0
2022-01-18,6,5,0,0,1,0,1,3,1,18,0,0,10.285714285714286,4.680252333449758,10.571428571428571,4.013712758767138,10.38888888888889,3.632190861933929,10.38888888888889,3.632190861933929,8.0,12.0,11.0,16.0,-0.25,19.0,5.0
2022-01-19,12,4,0,3,2,3,2,3,1,19,0,0,11.285714285714286,4.070801956792858,10.785714285714286,4.003432593097145,10.473684210526315,3.549153593192351,10.473684210526315,3.549153593192351,6.0,8.0,12.0,5.0,1.0,19.0,5.0
2022-01-20,9,3,2,1,2,1,3,3,1,20,0,0,11.0,4.163331998932264,10.642857142857142,4.030788104980557,10.4,3.4701736646971852,10.4,3.4701736646971852,12.0,6.0,8.0,11.0,-0.25,19.0,5.0
2022-01-21,14,7,3,3,1,0,4,3,1,21,0,0,10.285714285714286,2.7516228977511736,10.571428571428571,3.9557997482622462,10.571428571428571,3.4723396805529925,10.571428571428571,3.4723396805529925,9.0,12.0,6.0,19.0,0.5555555555555556,19.0,5.0
2022-01-22,8,4,3,0,1,0,5,3,1,22,1,0,9.857142857142858,2.8535691936340246,10.642857142857142,3.894910739712744,10.454545454545455,3.4327175507970042,10.454545454545455,3.4327175507970042,14.0,9.0,12.0,11.0,-0.4285714285714286,19.0,5.0
2022-01-23,6,1,3,1,1,0,6,3,1,23,1,0,9.0,2.999999999999999,10.285714285714286,4.084277008396796,10.26086956521739,3.4800390711540716,10.26086956521739,3.4800390711540716,8.0,14.0,9.0,12.0,-0.25,19.0,5.0
2022-01-24,16,4,3,3,3,3,0,4,1,24,0,0,10.142857142857142,3.9339789623472154,10.928571428571429,4.232916537989194,10.5,3.5995168757946443,10.5,3.5995168757946443,6.0,8.0,14.0,8.0,1.6666666666666665,19.0,5.0
2022-01-25,11,3,5,1,2,0,1,4,1,25,0,0,10.857142857142858,3.4846602621858476,10.571428571428571,3.9751978318314936,10.52,3.5251477510406097,10.52,3.5251477510406097,16.0,6.0,8.0,6.0,-0.3125,19.0,5.0
2022-01-26,14,4,4,2,3,1,2,4,1,26,0,0,11.142857142857142,3.6709931185158156,11.214285714285714,3.7247317183424613,10.653846153846153,3.52070797076165,10.653846153846153,3.52070797076165,11.0,16.0,6.0,12.0,0.2727272727272727,19.0,6.0
2022-01-27,14,6,5,1,2,0,3,4,1,27,0,0,11.857142857142858,3.670993118515816,11.428571428571429,3.7970491723945887,10.777777777777779,3.5118845842842465,10.777777777777779,3.5118845842842465,14.0,11.0,16.0,9.0,0.0,19.0,6.0
2022-01-28,22,8,10,1,2,1,4,4,1,28,0,0,13.0,5.322906474223772,11.642857142857142,4.307545130923769,11.178571428571429,4.04652179338486,11.178571428571429,4.04652179338486,14.0,14.0,11.0,14.0,0.5714285714285714,22.0,6.0
2022-01-29,18,5,7,2,3,1,5,4,1,29,1,0,14.428571428571429,5.094347941825428,12.142857142857142,4.621973319117861,11.535714285714286,4.194194778651779,11.413793103448276,4.170622096276614,22.0,14.0,14.0,8.0,-0.18181818181818177,22.0,6.0
2022-01-30,11,2,6,2,1,0,6,4,1,30,1,0,15.142857142857142,3.933978962347219,12.071428571428571,4.632066920505787,11.535714285714286,4.194194778651779,11.4,4.09878030638384,18.0,22.0,14.0,6.0,-0.38888888888888884,22.0,6.0
2022-01-31,12,3,4,1,3,1,0,5,1,31,0,0,14.571428571428571,4.076646614442763,12.357142857142858,4.482566964743149,11.535714285714286,4.194194778651779,11.419354838709678,4.031328925208883,11.0,18.0,22.0,16.0,0.09090909090909083,22.0,6.0
2022-02-01,14,6,5,2,1,0,1,5,2,32,0,0,15.0,3.7859388972001855,12.928571428571429,4.103737240694066,11.75,4.159994658116228,11.5,3.991927337886769,12.0,11.0,18.0,11.0,0.16666666666666674,22.0,6.0
2022-02-02,8,4,1,2,1,0,2,5,2,33,0,0,14.142857142857142,4.6342410895626145,12.642857142857142,4.307545130923768,11.714285714285714,4.188672050301092,11.393939393939394,3.9760171178218187,14.0,12.0,11.0,14.0,-0.4285714285714286,22.0,6.0
2022-02-03,13,1,4,3,2,3,3,5,2,34,0,0,14.0,4.654746681256316,12.928571428571429,4.178043077332253,11.785714285714286,4.193090814901412,11.441176470588236,3.924987368986341,8.0,14.0,12.0,14.0,0.625,22.0,6.0
2022-02-04,15,10,5,0,0,0,4,5,2,35,0,0,13.0,3.1622776601683804,13.0,4.206222496766868,11.785714285714286,4.193090814901412,11.542857142857143,3.913347124174613,13.0,8.0,14.0,22.0,0.15384615384615374,22.0,6.0
2022-02-05,18,6,7,1,3,1,5,5,2,36,1,0,13.0,3.1622776601683804,13.714285714285714,4.140393356054127,12.178571428571429,4.243108324562108,11.722222222222221,4.004362700220928,15.0,13.0,8.0,18.0,0.19999999999999996,22.0,6.0
2022-02-06,9,6,3,0,0,0,6,5,2,37,1,0,12.714285714285714,3.4503277967117714,13.928571428571429,3.771640853166529,12.107142857142858,4.280353790451039,11.64864864864865,3.9736368467425143,18.0,15.0,13.0,11.0,-0.5,22.0,8.0
2022-02-07,14,4,4,0,5,1,0,6,2,38,0,0,13.0,3.4641016151377553,13.785714285714286,3.724731718342462,12.357142857142858,4.1741203172980565,11.710526315789474,3.9380877149500004,9.0,18.0,15.0,12.0,0.5555555555555556,22.0,8.0
2022-02-08,7,4,0,1,2,0,1,6,2,39,0,0,12.0,4.0824829046386295,13.5,4.090326298813977,12.035714285714286,4.2293694728134295,11.58974358974359,3.958454966523846,14.0,9.0,18.0,14.0,-0.5,22.0,7.0
2022-02-09,10,3,4,2,0,1,2,6,2,40,0,0,12.285714285714286,3.8172540616821102,13.214285714285714,4.191173351930707,12.214285714285714,4.021766176023064,11.55,3.915452621443558,7.0,14.0,9.0,8.0,0.4285714285714286,22.0,7.0
2022-02-10,13,4,6,2,1,0,3,6,2,41,0,0,12.285714285714286,3.8172540616821102,13.142857142857142,4.185269826006865,12.285714285714286,4.017158963442466,11.585365853658537,3.8728259046599134,10.0,7.0,14.0,13.0,0.30000000000000004,22.0,7.0
2022-02-11,19,9,9,1,0,0,4,6,2,42,0,0,12.857142857142858,4.525062483125562,12.928571428571429,3.7511902872859677,12.285714285714286,4.017158963442466,11.761904761904763,3.992734400221041,13.0,10.0,7.0,15.0,0.46153846153846145,19.0,7.0
2022-02-12,11,5,3,2,0,1,5,6,2,43,1,0,11.857142857142858,3.933978962347215,12.428571428571429,3.479926739155599,12.285714285714286,4.017158963442466,11.744186046511627,3.9466261857790452,19.0,13.0,10.0,18.0,-0.42105263157894735,19.0,7.0
2022-02-13,14,8,1,2,0,3,6,6,2,44,1,0,12.571428571428571,3.779644730092272,12.642857142857142,3.4775575614799825,12.357142857142858,4.029651999626673,11.795454545454545,3.915262594505297,11.0,19.0,13.0,9.0,0.2727272727272727,19.0,7.0
2022-02-14,15,8,4,0,3,0,0,7,2,45,0,0,12.714285714285714,3.8606685826112948,12.857142857142858,3.5269761041947034,12.607142857142858,3.9659596542118263,11.866666666666667,3.899883448141868,14.0,11.0,19.0,14.0,0.0714285714285714,19.0,7.0
2022-02-15,7,3,2,0,2,0,1,7,2,46,0,0,12.714285714285714,3.8606685826112948,12.357142857142858,3.8352041938847554,12.642857142857142,3.908341371366156,11.76086956521739,3.9224979717221333,15.0,14.0,11.0,7.0,-0.5333333333333333,19.0,7.0
2022-02-16,15,4,5,0,3,3,2,7,2,47,0,0,13.428571428571429,3.7352886036263593,12.857142857142858,3.676477052353724,12.75,3.931119904518776,11.829787234042554,3.9082919038782715,7.0,15.0,14.0,10.0,1.1428571428571428,19.0,7.0
2022-02-17,10,4,3,3,0,0,3,7,2,48,0,0,13.0,3.9581140290126395,12.642857142857142,3.7541186173863235,12.785714285714286,3.9002102778747996,11.791666666666666,3.8755004252482403,15.0,7.0,15.0,13.0,-0.33333333333333337,19.0,7.0
2022-02-18,16,8,1,3,4,0,4,7,2,49,0,0,12.571428571428571,3.3094381626464866,12.714285714285714,3.8114921654743745,12.857142857142858,3.9413692461366194,11.877551020408163,3.881755686655763,10.0,15.0,7.0,19.0,0.6000000000000001,19.0,7.0
2022-02-19,26,12,8,1,3,2,5,7,2,50,1,0,14.714285714285714,5.936168397046638,13.285714285714286,5.0600786164244145,13.5,4.5419852079932665,12.16,4.3300563223937445,16.0,10.0,15.0,11.0,0.625,26.0,7.0
2022-02-20,5,2,2,1,0,0,6,7,2,51,1,0,13.428571428571429,6.996597812678742,13.0,5.420757823830114,13.464285714285714,4.6066147517346705,12.019607843137255,4.402227600106253,26.0,16.0,10.0,14.0,-0.8076923076923077,26.0,5.0
2022-02-21,16,8,5,0,2,1,0,8,2,52,0,0,13.571428571428571,7.044078904941911,13.142857142857142,5.475218897726554,13.464285714285714,4.6066147517346705,12.096153846153847,4.393665740874463,5.0,26.0,16.0,15.0,2.2,26.0,5.0
2022-02-22,13,5,2,1,4,1,1,8,2,53,0,0,14.428571428571429,6.451282633635549,13.571428571428571,5.1845077759726514,13.535714285714286,4.582431368681616,12.11320754716981,4.352984729154197,16.0,5.0,26.0,7.0,-0.1875,26.0,5.0
2022-02-23,8,2,5,0,1,0,2,8,2,54,0,0,13.428571428571429,6.876460883747852,13.428571428571429,5.316364948321012,13.321428571428571,4.698727735040873,12.037037037037036,4.347903259425094,13.0,16.0,5.0,15.0,-0.3846153846153846,26.0,5.0
2022-02-24,12,2,4,2,4,0,3,8,2,55,0,0,13.714285714285714,6.750661343263235,13.357142857142858,5.3292681393507415,13.25,4.703229780732638,12.036363636363637,4.307459663677508,8.0,13.0,16.0,10.0,0.5,26.0,5.0
2022-02-25,15,7,3,1,4,0,4,8,2,56,0,0,13.571428571428571,6.704653678780207,13.071428571428571,5.106018857331863,13.0,4.396968652757641,12.089285714285714,4.286455563598123,12.0,8.0,13.0,16.0,0.25,26.0,5.0
2022-02-26,18,6,5,2,3,2,5,8,2,57,1,0,12.428571428571429,4.577377082170635,13.571428571428571,5.228829633929505,13.0,4.396968652757641,12.192982456140351,4.319551053438094,15.0,12.0,8.0,26.0,0.19999999999999996,26.0,5.0
2022-02-27,18,4,9,1,1,3,6,8,2,58,1,0,14.285714285714286,3.592319850008058,13.857142857142858,5.3616464586219,13.25,4.4773090463241765,12.293103448275861,4.348859986489926,18.0,15.0,12.0,5.0,0.0,26.0,5.0
2022-02-28,11,7,2,1,1,0,0,9,2,59,0,0,13.571428571428571,3.6903993847614416,13.571428571428571,5.4024821320216505,13.214285714285714,4.491614762488339,12.271186440677965,4.314492452167807,18.0,18.0,15.0,16.0,-0.38888888888888884,26.0,5.0
2022-03-01,13,9,2,0,1,1,1,9,3,60,0,0,13.571428571428571,3.6903993847614416,14.0,5.068758002934023,13.178571428571429,4.489110869884638,12.283333333333333,4.278807321017794,11.0,18.0,18.0,13.0,0.18181818181818188,26.0,5.0
2022-03-02,14,5,5,1,3,0,2,9,3,61,0,0,14.428571428571429,2.7602622373694192,13.928571428571429,5.060621514190735,13.392857142857142,4.374499215480944,12.311475409836065,4.248689929874687,13.0,11.0,18.0,8.0,0.07692307692307687,26.0,5.0
2022-03-03,11,4,3,0,2,2,3,9,3,62,0,0,14.285714285714286,2.9277002188456014,14.0,5.007686399618399,13.321428571428571,4.397419878440265,12.290322580645162,4.21701120472702,14.0,13.0,11.0,12.0,-0.2142857142857143,26.0,5.0
2022-03-04,14,4,7,1,0,2,4,9,3,63,0,0,14.142857142857142,2.9113897843110057,13.857142857142858,4.974661068580729,13.285714285714286,4.387331449603193,12.317460317460318,4.1884071836801064,11.0,14.0,13.0,15.0,0.2727272727272727,26.0,5.0
2022-03-05,18,7,9,1,1,0,5,9,3,64,1,0,14.142857142857142,2.9113897843110057,13.285714285714286,3.791256569216384,13.285714285714286,4.387331449603193,12.40625,4.21531128226009,14.0,11.0,14.0,18.0,0.2857142857142858,18.0,5.0
2022-03-06,9,4,2,0,1,2,6,9,3,65,1,0,12.857142857142858,2.9113897843110026,13.571428571428571,3.227627986243524,13.285714285714286,4.387331449603193,12.353846153846154,4.2035355997614126,18.0,14.0,11.0,18.0,-0.5,18.0,8.0
2022-03-07,9,5,3,1,0,0,0,10,3,66,0,0,12.571428571428571,3.2071349029490905,13.071428571428571,3.361874150261698,13.107142857142858,4.458361148110832,12.303030303030303,4.191455399774447,9.0,18.0,14.0,11.0,0.0,18.0,8.0
2022-03-08,12,3,2,1,6,0,1,10,3,67,0,0,12.428571428571429,3.20713490294909,13.0,3.3741095691478957,13.285714285714286,4.302085134901042,12.298507462686567,4.159745495467803,9.0,9.0,18.0,13.0,0.33333333333333326,18.0,8.0
2022-03-09,19,8,5,1,5,0,2,10,3,68,0,0,13.142857142857142,4.059087394500206,13.785714285714286,3.4008725447940673,13.607142857142858,4.382957615619556,12.397058823529411,4.207809746431009,12.0,9.0,9.0,14.0,0.5833333333333333,19.0,9.0
2022-03-10,10,5,2,1,1,1,3,10,3,69,0,0,13.0,4.163331998932264,13.642857142857142,3.5215194023459406,13.5,4.434711565216691,12.36231884057971,4.186712224381665,19.0,12.0,9.0,11.0,-0.4736842105263158,19.0,9.0
2022-03-11,20,7,6,1,4,2,4,10,3,70,0,0,13.857142857142858,4.947341758580104,14.0,3.9026618135279465,13.535714285714286,4.4843938676022175,12.471428571428572,4.2553340050839745,10.0,19.0,12.0,14.0,1.0,20.0,9.0
2022-03-12,20,9,5,3,2,1,5,10,3,71,1,0,14.142857142857142,5.27347359996462,14.142857142857142,4.092340741831349,13.857142857142858,4.6165105125158465,12.577464788732394,4.318273371320619,20.0,10.0,19.0,18.0,0.0,20.0,9.0
2022-03-13,10,4,2,2,1,1,6,10,3,72,1,0,14.285714285714286,5.122313465427047,13.571428571428571,4.07080195679286,13.714285714285714,4.673464436718209,12.541666666666666,4.298501212755015,20.0,20.0,10.0,9.0,-0.5,20.0,9.0
2022-03-14,18,8,5,1,3,1,0,11,3,73,0,0,15.571428571428571,4.6853368024487825,14.071428571428571,4.159591061895124,13.821428571428571,4.73797559073627,12.616438356164384,4.316087918044088,10.0,20.0,20.0,9.0,0.8,20.0,9.0
2022-03-15,15,6,3,1,5,0,1,11,3,74,0,0,16.0,4.434711565216694,14.214285714285714,4.154304004071172,14.107142857142858,4.548823907539063,12.64864864864865,4.295370022278154,18.0,10.0,20.0,12.0,-0.16666666666666663,20.0,9.0
2022-03-16,16,9,4,1,2,0,2,11,3,75,0,0,15.571428571428571,4.23702501200795,14.357142857142858,4.18067243132274,14.142857142857142,4.5600055694758534,12.693333333333333,4.283763605829649,15.0,18.0,10.0,19.0,0.06666666666666665,20.0,9.0
2022-03-17,18,7,7,1,0,3,3,11,3,76,0,0,16.714285714285715,3.4982989063393775,14.857142857142858,4.166849812824716,14.428571428571429,4.541402715498664,12.763157894736842,4.298428925557591,16.0,15.0,18.0,10.0,0.125,20.0,9.0
2022-03-18,14,5,3,2,3,1,4,11,3,77,0,0,15.857142857142858,3.2877840272018837,14.857142857142858,4.166849812824716,14.357142857142858,4.531488887153045,12.779220779220779,4.272381859483859,18.0,16.0,15.0,20.0,-0.2222222222222222,20.0,9.0
2022-03-19,16,8,4,1,3,0,5,11,3,78,1,0,15.285714285714286,2.7516228977511776,14.714285714285714,4.084277008396797,14.0,3.93465137991684,12.820512820512821,4.260185928945375,14.0,18.0,16.0,20.0,0.1428571428571428,20.0,9.0
2022-03-20,16,5,4,3,3,1,6,11,3,79,1,0,16.142857142857142,1.4638501094228107,15.214285714285714,3.7453267584381127,14.392857142857142,3.5312287832391616,12.860759493670885,4.24787783280555,16.0,14.0,18.0,10.0,0.0,20.0,9.0
2022-03-21,14,2,4,2,4,2,0,12,3,80,0,0,15.571428571428571,1.3972762620115518,15.571428571428571,3.321591039391672,14.321428571428571,3.5177178147683525,12.875,4.22282825615874,16.0,16.0,14.0,18.0,-0.125,20.0,10.0
2022-03-22,10,2,4,3,1,0,1,12,3,81,0,0,14.857142857142858,2.5448360411214086,15.428571428571429,3.5238590235113594,14.214285714285714,3.6040835158772335,12.839506172839506,4.208493762985331,14.0,16.0,16.0,15.0,-0.2857142857142857,20.0,10.0
2022-03-23,14,6,4,0,3,1,2,12,3,82,0,0,14.571428571428571,2.507132682112035,15.071428571428571,3.3846778216019273,14.428571428571429,3.393114721495211,12.853658536585366,4.184397684342241,10.0,14.0,16.0,16.0,0.3999999999999999,20.0,10.0
2022-03-24,19,12,4,1,1,1,3,12,3,83,0,0,14.714285714285714,2.7516228977511754,15.714285714285714,3.196839098200007,14.678571428571429,3.4646743359179175,12.927710843373495,4.2131707905674505,14.0,10.0,14.0,18.0,0.3571428571428572,20.0,10.0
2022-03-25,14,4,6,3,0,1,4,12,3,84,0,0,14.714285714285714,2.7516228977511754,15.285714285714286,2.9724005172864656,14.642857142857142,3.4663919305054103,12.94047619047619,4.189347335303177,19.0,14.0,10.0,14.0,-0.26315789473684215,20.0,10.0
2022-03-26,21,8,8,2,2,1,5,12,3,85,1,0,15.428571428571429,3.6449573777637374,15.357142857142858,3.1035251137808024,14.75,3.6170890690351185,13.035294117647059,4.255100745333909,14.0,19.0,14.0,16.0,0.5,21.0,10.0
2022-03-27,17,5,4,3,3,2,6,12,3,86,1,0,15.571428571428571,3.690399384761443,15.857142857142858,2.7134180220963704,14.714285714285714,3.5886357962750814,13.081395348837209,4.251546753218369,21.0,14.0,19.0,16.0,-0.19047619047619047,21.0,10.0
2022-03-28,15,3,6,3,1,2,0,13,3,87,0,0,15.714285714285714,3.638419332360587,15.642857142857142,2.648864571185838,14.857142857142858,3.514143757618114,13.10344827586207,4.231758342439363,17.0,21.0,14.0,14.0,-0.11764705882352944,21.0,10.0
2022-03-29,16,3,7,2,4,0,1,13,3,88,0,0,16.571428571428573,2.6367367999823172,15.714285714285714,2.6436737675082007,14.964285714285714,3.5011336032685922,13.136363636363637,4.21868263520658,15.0,17.0,21.0,10.0,0.06666666666666665,21.0,10.0
2022-03-30,17,8,6,2,0,1,2,13,3,89,0,0,17.0,2.3804761428476264,15.785714285714286,2.6654072117400034,15.071428571428571,3.51640147950705,13.179775280898877,4.214589912523598,16.0,15.0,17.0,14.0,0.0625,21.0,10.0
2022-03-31,19,9,2,4,2,2,3,13,3,90,0,0,17.0,2.3804761428476264,15.857142857142858,2.741620600390129,15.357142857142858,3.4982989063393717,13.244444444444444,4.2355136088303125,17.0,16.0,15.0,19.0,0.11764705882352944,21.0,10.0
2022-04-01,16,8,6,0,1,1,4,13,4,91,0,0,17.285714285714285,2.058663459163564,16.0,2.6890089681459313,15.428571428571429,3.4899705127542533,13.333333333333334,4.208071431016748,19.0,17.0,16.0,14.0,-0.1578947368421053,21.0,10.0
2022-04-02,21,3,7,3,5,3,5,13,4,92,1,0,17.285714285714285,2.058663459163564,16.357142857142858,3.002745995998252,15.535714285714286,3.615625993206616,13.444444444444445,4.277222429376576,16.0,19.0,17.0,21.0,0.3125,21.0,10.0
2022-04-03,21,2,7,5,5,2,6,13,4,93,1,0,17.857142857142858,2.478478796128224,16.714285714285715,3.2446066830160705,15.964285714285714,3.5222272294791908,13.544444444444444,4.347700182728955,21.0,16.0,19.0,17.0,0.0,21.0,10.0
2022-04-04,14,5,4,1,3,1,0,14,4,94,0,0,17.714285714285715,2.690370836538209,16.714285714285715,3.2446066830160705,16.142857142857142,3.27407646819324,13.61111111111111,4.307543538471808,21.0,21.0,16.0,15.0,-0.33333333333333337,21.0,10.0
2022-04-05,19,5,8,1,4,1,1,14,4,95,0,0,18.142857142857142,2.609506430251492,17.357142857142858,2.6488645711858405,16.392857142857142,3.212698020578431,13.722222222222221,4.316229570223463,14.0,21.0,21.0,16.0,0.3571428571428572,21.0,14.0
2022-04-06,12,5,4,2,1,0,2,14,4,96,0,0,17.428571428571427,3.5050983275386653,17.214285714285715,2.887068553942712,16.142857142857142,3.27407646819324,13.733333333333333,4.310426345606533,19.0,14.0,21.0,17.0,-0.368421052631579,21.0,12.0
2022-04-07,15,6,4,1,1,3,3,14,4,97,0,0,16.857142857142858,3.5321651258386164,16.928571428571427,2.8946711176092013,16.321428571428573,3.055699852292693,13.733333333333333,4.310426345606533,12.0,19.0,14.0,19.0,0.25,21.0,12.0
2022-04-08,28,11,8,2,4,3,4,14,4,98,0,0,18.571428571428573,5.442338432976003,17.928571428571427,4.00891862868637,16.607142857142858,3.7152267835099986,13.966666666666667,4.505801503729526,15.0,12.0,19.0,16.0,0.8666666666666667,28.0,12.0
2022-04-09,21,13,5,1,0,2,5,14,4,99,1,0,18.571428571428573,5.442338432976003,17.928571428571427,4.00891862868637,16.642857142857142,3.7536578280321566,14.077777777777778,4.554853634910313,28.0,15.0,12.0,21.0,-0.25,28.0,12.0
2022-04-10,11,6,3,0,2,0,6,14,4,100,1,0,17.142857142857142,5.984105932344771,17.5,4.4158804331639265,16.678571428571427,3.6923702256948556,14.122222222222222,4.5042496233183575,21.0,28.0,15.0,21.0,-0.47619047619047616,28.0,11.0
2022-04-11,14,4,5,2,1,2,0,15,4,101,0,0,17.142857142857142,5.984105932344771,17.428571428571427,4.467218816673746,16.535714285714285,3.7166506512574005,14.1,4.4998127301857345,11.0,21.0,28.0,14.0,0.2727272727272727,28.0,11.0
2022-04-12,14,6,4,1,1,2,1,15,4,102,0,0,16.428571428571427,6.023762469230866,17.285714285714285,4.5476717868947745,16.5,3.736704826844497,14.2,4.394071593469927,14.0,11.0,21.0,19.0,0.0,28.0,11.0
2022-04-13,14,4,4,1,2,3,2,15,4,103,0,0,16.714285714285715,5.822779568622013,17.071428571428573,4.632066920505789,16.428571428571427,3.7656200259577677,14.233333333333333,4.380882882645996,14.0,14.0,11.0,12.0,0.0,28.0,11.0
2022-04-14,13,6,6,0,1,0,3,15,4,104,0,0,16.428571428571427,5.968169536721261,16.642857142857142,4.7166993488299385,16.25,3.806670558472422,14.166666666666666,4.353095243875007,14.0,14.0,14.0,15.0,-0.0714285714285714,28.0,11.0
2022-04-15,19,9,3,2,2,3,4,15,4,105,0,0,15.142857142857142,3.5321651258386146,16.857142857142858,4.7532522122654735,16.428571428571427,3.814480901808862,14.255555555555556,4.369354749141481,13.0,14.0,14.0,28.0,0.46153846153846145,28.0,11.0
2022-04-16,25,11,7,4,3,0,5,15,4,106,1,0,15.714285714285714,4.750939756661688,17.142857142857142,5.126959555693249,16.75,4.142150094746375,14.4,4.506674201620368,19.0,13.0,14.0,21.0,0.3157894736842106,28.0,11.0
2022-04-17,9,5,2,0,2,0,6,15,4,107,1,0,15.428571428571429,5.12695955569325,16.285714285714285,5.426836044192736,16.5,4.392754977949066,14.411111111111111,4.49192645152863,25.0,19.0,13.0,11.0,-0.64,28.0,9.0
2022-04-18,14,4,7,2,1,0,0,16,4,108,0,0,15.428571428571429,5.12695955569325,16.285714285714285,5.426836044192736,16.5,4.392754977949066,14.5,4.401863752364678,9.0,25.0,19.0,14.0,0.5555555555555556,28.0,9.0
2022-04-19,14,2,7,0,5,0,1,16,4,109,0,0,15.428571428571429,5.12695955569325,15.928571428571429,5.398921341189521,16.642857142857142,4.235776073141608,14.522222222222222,4.394142622658565,14.0,9.0,25.0,14.0,0.0,28.0,9.0
