Tijd,Longitude,Latitude,Postcode,Type afval,Wind richting,Temperatuur,Weather description,Confidence,Type dag
6/6/2024 10:00,4.7793,51.5876,4811 ET,Papier,SW,8,Sneeuw,0.98,werkdag
6/6/2024 10:30,4.7793,51.5876,4811 ET,Niks,SW,8,Zonnig,0.55,werkdag
6/6/2024 11:00,4.7793,51.5876,4811 ET,Glas,NE,8,Lichte regen,0.69,werkdag
6/6/2024 11:30,4.7793,51.5876,4811 ET,Papier,N,8,Zonnig,0.53,werkdag
6/6/2024 12:00,4.7793,51.5876,4811 ET,Organisch,W,8,Droog,0.92,werkdag
6/6/2024 12:30,4.7793,51.5876,4811 ET,Niks,SE,9,Zonnig,0.88,werkdag
6/6/2024 13:00,4.7793,51.5876,4811 ET,Organisch,S,5,Sneeuw,0.94,werkdag
6/6/2024 13:30,4.7793,51.5876,4811 ET,Glas,SE,7,Zware regen,0.81,werkdag
6/6/2024 14:00,4.7793,51.5876,4811 ET,Niks,W,7,Zonnig,0.75,werkdag
6/6/2024 14:30,4.7793,51.5876,4811 ET,Niks,SE,6,Zware regen,0.77,werkdag
6/6/2024 15:00,4.7793,51.5876,4811 ET,Plastic,SW,7,Mist,0.54,werkdag
6/6/2024 15:30,4.7793,51.5876,4811 ET,Niks,SE,8,Sneeuw,0.73,werkdag
6/6/2024 16:00,4.7793,51.5876,4811 ET,Organisch,NW,8,Zonnig,0.78,werkdag
6/6/2024 16:30,4.7793,51.5876,4811 ET,Niks,SW,5,Bewolkt,0.59,werkdag
6/6/2024 17:00,4.7793,51.5876,4811 ET,Niks,NE,9,Bewolkt,0.93,werkdag
6/6/2024 17:30,4.7793,51.5876,4811 ET,Niks,N,7,Lichte regen,0.51,werkdag
6/6/2024 18:00,4.7793,51.5876,4811 ET,Papier,NE,6,Lichte regen,0.91,werkdag
6/6/2024 18:30,4.7793,51.5876,4811 ET,Organisch,N,6,Mist,0.78,werkdag
6/6/2024 19:00,4.7793,51.5876,4811 ET,Niks,NW,7,Bewolkt,0.78,werkdag
6/6/2024 19:30,4.7793,51.5876,4811 ET,Niks,E,7,Zware regen,0.88,werkdag
6/6/2024 20:00,4.7793,51.5876,4811 ET,Niks,N,6,Lichte regen,0.85,werkdag
6/6/2024 20:30,4.7793,51.5876,4811 ET,Plastic,SE,7,Droog,0.96,werkdag
6/6/2024 21:00,4.7793,51.5876,4811 ET,Papier,NW,9,Zonnig,0.57,werkdag
6/6/2024 21:30,4.7793,51.5876,4811 ET,Glas,SE,6,Zonnig,0.65,werkdag
6/6/2024 22:00,4.7793,51.5876,4811 ET,Plastic,W,8,Zware regen,0.65,werkdag
6/6/2024 22:30,4.7793,51.5876,4811 ET,Metaal,NW,8,Droog,0.62,werkdag
6/6/2024 23:00,4.7793,51.5876,4811 ET,Niks,S,9,Mist,0.73,werkdag
6/6/2024 23:30,4.7793,51.5876,4811 ET,Glas,SE,7,Zonnig,0.95,werkdag
6/7/2024 0:00,4.7793,51.5876,4811 ET,Niks,S,6,Mist,0.56,werkdag
6/7/2024 0:30,4.7793,51.5876,4811 ET,Organisch,SW,5,Sneeuw,0.82,werkdag
6/7/2024 1:00,4.7793,51.5876,4811 ET,Plastic,NW,8,Droog,0.55,werkdag
6/7/2024 1:30,4.7793,51.5876,4811 ET,Niks,E,9,Lichte regen,0.61,werkdag
6/7/2024 2:00,4.7793,51.5876,4811 ET,Niks,N,9,Lichte regen,0.85,werkdag
6/7/2024 2:30,4.7793,51.5876,4811 ET,Glas,N,6,Bewolkt,0.74,werkdag
6/7/2024 3:00,4.7793,51.5876,4811 ET,Niks,NW,6,Droog,0.64,werkdag
6/7/2024 3:30,4.7793,51.5876,4811 ET,Niks,W,6,Zware regen,0.65,werkdag
6/7/2024 4:00,4.7793,51.5876,4811 ET,Niks,S,7,Sneeuw,1,werkdag
6/7/2024 4:30,4.7793,51.5876,4811 ET,Overig,W,9,Zware regen,0.55,werkdag
6/7/2024 5:00,4.7793,51.5876,4811 ET,Glas,W,6,Lichte regen,0.81,werkdag
6/7/2024 5:30,4.7793,51.5876,4811 ET,Organisch,NW,9,Sneeuw,0.93,werkdag
6/7/2024 6:00,4.7793,51.5876,4811 ET,Overig,NE,8,Droog,0.6,werkdag
6/7/2024 6:30,4.7793,51.5876,4811 ET,Glas,S,7,Mist,0.92,werkdag
6/7/2024 7:00,4.7793,51.5876,4811 ET,Plastic,SW,7,Lichte regen,0.56,werkdag
6/7/2024 7:30,4.7793,51.5876,4811 ET,Niks,S,6,Mist,0.61,werkdag
6/7/2024 8:00,4.7793,51.5876,4811 ET,Plastic,NW,8,Zware regen,0.69,werkdag
6/7/2024 8:30,4.7793,51.5876,4811 ET,Organisch,SW,5,Droog,0.67,werkdag
6/7/2024 9:00,4.7793,51.5876,4811 ET,Plastic,SE,7,Zonnig,0.56,werkdag
6/7/2024 9:30,4.7793,51.5876,4811 ET,Niks,S,7,Droog,0.71,werkdag
6/7/2024 10:00,4.7793,51.5876,4811 ET,Organisch,NW,9,Zware regen,0.85,werkdag
6/7/2024 10:30,4.7793,51.5876,4811 ET,Organisch,NW,9,Zware regen,0.88,werkdag
6/7/2024 11:00,4.7793,51.5876,4811 ET,Niks,NE,8,Bewolkt,0.94,werkdag
6/7/2024 11:30,4.7793,51.5876,4811 ET,Plastic,SE,8,Lichte regen,0.63,werkdag
6/7/2024 12:00,4.7793,51.5876,4811 ET,Overig,E,9,Sneeuw,0.77,werkdag
6/7/2024 12:30,4.7793,51.5876,4811 ET,Metaal,NE,5,Lichte regen,0.55,werkdag
6/7/2024 13:00,4.7793,51.5876,4811 ET,Niks,W,6,Zware regen,0.68,werkdag
6/7/2024 13:30,4.7793,51.5876,4811 ET,Overig,W,6,Sneeuw,0.94,werkdag
6/7/2024 14:00,4.7793,51.5876,4811 ET,Glas,S,6,Sneeuw,0.89,werkdag
6/7/2024 14:30,4.7793,51.5876,4811 ET,Glas,NE,9,Zware regen,0.81,werkdag
6/7/2024 15:00,4.7793,51.5876,4811 ET,Niks,W,8,Zonnig,0.84,werkdag
6/7/2024 15:30,4.7793,51.5876,4811 ET,Glas,E,8,Bewolkt,0.87,werkdag
6/7/2024 16:00,4.7793,51.5876,4811 ET,Niks,N,6,Sneeuw,0.61,werkdag
6/7/2024 16:30,4.7793,51.5876,4811 ET,Niks,N,7,Droog,0.74,werkdag
6/7/2024 17:00,4.7793,51.5876,4811 ET,Niks,S,8,Droog,0.64,werkdag
6/7/2024 17:30,4.7793,51.5876,4811 ET,Niks,N,8,Sneeuw,0.99,werkdag
6/7/2024 18:00,4.7793,51.5876,4811 ET,Plastic,SW,6,Lichte regen,0.81,werkdag
6/7/2024 18:30,4.7793,51.5876,4811 ET,Metaal,W,6,Bewolkt,0.58,werkdag
6/7/2024 19:00,4.7793,51.5876,4811 ET,Plastic,SE,7,Zware regen,0.82,werkdag
6/7/2024 19:30,4.7793,51.5876,4811 ET,Plastic,NW,9,Zware regen,0.94,werkdag
6/7/2024 20:00,4.7793,51.5876,4811 ET,Niks,SW,6,Sneeuw,0.65,werkdag
6/7/2024 20:30,4.7793,51.5876,4811 ET,Niks,S,6,Zware regen,0.85,werkdag
6/7/2024 21:00,4.7793,51.5876,4811 ET,Overig,NW,8,Zware regen,0.74,werkdag
6/7/2024 21:30,4.7793,51.5876,4811 ET,Plastic,SW,8,Zonnig,0.6,werkdag
6/7/2024 22:00,4.7793,51.5876,4811 ET,Niks,E,6,Zware regen,0.86,werkdag
6/7/2024 22:30,4.7793,51.5876,4811 ET,Plastic,SW,9,Mist,0.72,werkdag
6/7/2024 23:00,4.7793,51.5876,4811 ET,Papier,NE,7,Zware regen,0.56,werkdag
6/7/2024 23:30,4.7793,51.5876,4811 ET,Niks,N,9,Zware regen,0.97,werkdag
6/8/2024 0:00,4.7793,51.5876,4811 ET,Papier,W,9,Sneeuw,0.83,weekenddag
6/8/2024 0:30,4.7793,51.5876,4811 ET,Papier,W,6,Bewolkt,0.54,weekenddag
6/8/2024 1:00,4.7793,51.5876,4811 ET,Papier,E,8,Zware regen,0.58,weekenddag
6/8/2024 1:30,4.7793,51.5876,4811 ET,Glas,SW,8,Lichte regen,0.55,weekenddag
6/8/2024 2:00,4.7793,51.5876,4811 ET,Organisch,SE,8,Zonnig,0.98,weekenddag
6/8/2024 2:30,4.7793,51.5876,4811 ET,Papier,N,7,Bewolkt,0.87,weekenddag
6/8/2024 3:00,4.7793,51.5876,4811 ET,Plastic,E,7,Lichte regen,0.54,weekenddag
6/8/2024 3:30,4.7793,51.5876,4811 ET,Glas,SE,8,Sneeuw,0.78,weekenddag
6/8/2024 4:00,4.7793,51.5876,4811 ET,Papier,NW,9,Lichte regen,0.64,weekenddag
6/8/2024 4:30,4.7793,51.5876,4811 ET,Metaal,S,7,Sneeuw,0.63,weekenddag
6/8/2024 5:00,4.7793,51.5876,4811 ET,Metaal,N,9,Zware regen,0.86,weekenddag
6/8/2024 5:30,4.7793,51.5876,4811 ET,Overig,NW,6,Zware regen,0.72,weekenddag
6/8/2024 6:00,4.7793,51.5876,4811 ET,Overig,E,9,Lichte regen,0.89,weekenddag
6/8/2024 6:30,4.7793,51.5876,4811 ET,Plastic,S,7,Zonnig,0.62,weekenddag
6/8/2024 7:00,4.7793,51.5876,4811 ET,Glas,N,9,Mist,0.71,weekenddag
6/8/2024 7:30,4.7793,51.5876,4811 ET,Plastic,S,9,Bewolkt,1,weekenddag
6/8/2024 8:00,4.7793,51.5876,4811 ET,Overig,E,8,Zware regen,0.92,weekenddag
6/8/2024 8:30,4.7793,51.5876,4811 ET,Plastic,SW,6,Droog,0.51,weekenddag
6/8/2024 9:00,4.7793,51.5876,4811 ET,Plastic,SW,7,Sneeuw,0.68,weekenddag
6/8/2024 9:30,4.7793,51.5876,4811 ET,Papier,N,7,Lichte regen,0.96,weekenddag
6/8/2024 10:00,4.7793,51.5876,4811 ET,Metaal,SW,8,Zonnig,0.81,weekenddag
6/8/2024 10:30,4.7793,51.5876,4811 ET,Plastic,SE,8,Lichte regen,0.98,weekenddag
6/8/2024 11:00,4.7793,51.5876,4811 ET,Overig,N,8,Lichte regen,0.61,weekenddag
6/8/2024 11:30,4.7793,51.5876,4811 ET,Organisch,N,7,Mist,0.8,weekenddag
6/8/2024 12:00,4.7793,51.5876,4811 ET,Overig,W,9,Droog,0.54,weekenddag
6/8/2024 12:30,4.7793,51.5876,4811 ET,Plastic,S,9,Sneeuw,0.99,weekenddag
6/8/2024 13:00,4.7793,51.5876,4811 ET,Metaal,N,8,Lichte regen,0.69,weekenddag
6/8/2024 13:30,4.7793,51.5876,4811 ET,Plastic,NE,8,Lichte regen,0.85,weekenddag
6/8/2024 14:00,4.7793,51.5876,4811 ET,Plastic,SW,7,Zware regen,0.83,weekenddag
6/8/2024 14:30,4.7793,51.5876,4811 ET,Glas,SE,7,Zware regen,0.68,weekenddag
6/8/2024 15:00,4.7793,51.5876,4811 ET,Niks,SE,8,Droog,0.57,weekenddag
6/8/2024 15:30,4.7793,51.5876,4811 ET,Niks,S,9,Droog,0.6,weekenddag
6/8/2024 16:00,4.7793,51.5876,4811 ET,Organisch,SE,7,Mist,0.87,weekenddag
6/8/2024 16:30,4.7793,51.5876,4811 ET,Plastic,E,8,Zonnig,0.8,weekenddag
6/8/2024 17:00,4.7793,51.5876,4811 ET,Papier,NW,7,Mist,0.62,weekenddag
6/8/2024 17:30,4.7793,51.5876,4811 ET,Niks,N,6,Zware regen,0.8,weekenddag
6/8/2024 18:00,4.7793,51.5876,4811 ET,Metaal,W,8,Lichte regen,0.65,weekenddag
6/8/2024 18:30,4.7793,51.5876,4811 ET,Plastic,SE,7,Sneeuw,0.57,weekenddag
6/8/2024 19:00,4.7793,51.5876,4811 ET,Glas,S,7,Droog,0.53,weekenddag
6/8/2024 19:30,4.7793,51.5876,4811 ET,Glas,W,9,Lichte regen,0.72,weekenddag
6/8/2024 20:00,4.7793,51.5876,4811 ET,Metaal,NW,8,Sneeuw,0.96,weekenddag
6/8/2024 20:30,4.7793,51.5876,4811 ET,Papier,SW,9,Sneeuw,0.92,weekenddag
6/8/2024 21:00,4.7793,51.5876,4811 ET,Overig,SW,6,Zware regen,0.53,weekenddag
6/8/2024 21:30,4.7793,51.5876,4811 ET,Niks,E,7,Droog,0.82,weekenddag
6/8/2024 22:00,4.7793,51.5876,4811 ET,Plastic,SE,7,Lichte regen,0.69,weekenddag
6/8/2024 22:30,4.7793,51.5876,4811 ET,Organisch,E,5,Zonnig,0.78,weekenddag
6/8/2024 23:00,4.7793,51.5876,4811 ET,Overig,NW,6,Droog,0.86,weekenddag
6/8/2024 23:30,4.7793,51.5876,4811 ET,Papier,NW,7,Droog,0.85,weekenddag
6/9/2024 0:00,4.7793,51.5876,4811 ET,Plastic,SE,8,Lichte regen,0.54,weekenddag
6/9/2024 0:30,4.7793,51.5876,4811 ET,Metaal,W,6,Zware regen,0.53,weekenddag
6/9/2024 1:00,4.7793,51.5876,4811 ET,Metaal,E,7,Zware regen,0.88,weekenddag
6/9/2024 1:30,4.7793,51.5876,4811 ET,Overig,SE,8,Bewolkt,0.56,weekenddag
6/9/2024 2:00,4.7793,51.5876,4811 ET,Papier,SE,8,Zonnig,0.55,weekenddag
6/9/2024 2:30,4.7793,51.5876,4811 ET,Plastic,W,6,Lichte regen,0.95,weekenddag
6/9/2024 3:00,4.7793,51.5876,4811 ET,Organisch,N,8,Zware regen,0.51,weekenddag
6/9/2024 3:30,4.7793,51.5876,4811 ET,Plastic,SE,8,Lichte regen,0.88,weekenddag
6/9/2024 4:00,4.7793,51.5876,4811 ET,Metaal,N,8,Bewolkt,0.85,weekenddag
6/9/2024 4:30,4.7793,51.5876,4811 ET,Plastic,S,7,Sneeuw,0.76,weekenddag
6/9/2024 5:00,4.7793,51.5876,4811 ET,Niks,S,7,Zonnig,0.55,weekenddag
6/9/2024 5:30,4.7793,51.5876,4811 ET,Papier,S,9,Droog,0.94,weekenddag
6/9/2024 6:00,4.7793,51.5876,4811 ET,Papier,SW,7,Bewolkt,0.56,weekenddag
6/9/2024 6:30,4.7793,51.5876,4811 ET,Plastic,W,9,Droog,0.55,weekenddag
6/9/2024 7:00,4.7793,51.5876,4811 ET,Glas,SE,9,Sneeuw,0.78,weekenddag
6/9/2024 7:30,4.7793,51.5876,4811 ET,Papier,S,6,Zonnig,0.71,weekenddag
6/9/2024 8:00,4.7793,51.5876,4811 ET,Plastic,SE,7,Bewolkt,0.9,weekenddag
6/9/2024 8:30,4.7793,51.5876,4811 ET,Papier,NE,6,Zware regen,0.74,weekenddag
6/9/2024 9:00,4.7793,51.5876,4811 ET,Plastic,S,9,Mist,1,weekenddag
6/9/2024 9:30,4.7793,51.5876,4811 ET,Niks,NW,9,Lichte regen,0.88,weekenddag
6/9/2024 10:00,4.7793,51.5876,4811 ET,Glas,S,9,Lichte regen,0.77,weekenddag
6/9/2024 10:30,4.7793,51.5876,4811 ET,Organisch,SE,6,Droog,0.97,weekenddag
6/9/2024 11:00,4.7793,51.5876,4811 ET,Plastic,NW,7,Zware regen,0.9,weekenddag
6/9/2024 11:30,4.7793,51.5876,4811 ET,Overig,SW,7,Zware regen,0.51,weekenddag
6/9/2024 12:00,4.7793,51.5876,4811 ET,Glas,N,9,Sneeuw,0.62,weekenddag
6/9/2024 12:30,4.7793,51.5876,4811 ET,Overig,NW,9,Sneeuw,0.91,weekenddag
6/9/2024 13:00,4.7793,51.5876,4811 ET,Overig,SW,8,Droog,0.55,weekenddag
6/9/2024 13:30,4.7793,51.5876,4811 ET,Plastic,SW,9,Mist,0.69,weekenddag
6/9/2024 14:00,4.7793,51.5876,4811 ET,Papier,W,8,Bewolkt,0.53,weekenddag
6/9/2024 14:30,4.7793,51.5876,4811 ET,Overig,SE,7,Lichte regen,0.68,weekenddag
6/9/2024 15:00,4.7793,51.5876,4811 ET,Niks,N,6,Zware regen,0.54,weekenddag
6/9/2024 15:30,4.7793,51.5876,4811 ET,Metaal,N,7,Zonnig,0.6,weekenddag
6/9/2024 16:00,4.7793,51.5876,4811 ET,Organisch,NE,7,Sneeuw,0.81,weekenddag
6/9/2024 16:30,4.7793,51.5876,4811 ET,Plastic,N,7,Zware regen,0.77,weekenddag
6/9/2024 17:00,4.7793,51.5876,4811 ET,Papier,NW,6,Zonnig,0.89,weekenddag
6/9/2024 17:30,4.7793,51.5876,4811 ET,Plastic,SE,10,Lichte regen,0.54,weekenddag
6/9/2024 18:00,4.7793,51.5876,4811 ET,Organisch,W,8,Zonnig,0.96,weekenddag
6/9/2024 18:30,4.7793,51.5876,4811 ET,Niks,W,8,Sneeuw,0.57,weekenddag
6/9/2024 19:00,4.7793,51.5876,4811 ET,Metaal,W,9,Sneeuw,0.87,weekenddag
6/9/2024 19:30,4.7793,51.5876,4811 ET,Overig,NE,6,Droog,0.76,weekenddag
6/9/2024 20:00,4.7793,51.5876,4811 ET,Metaal,SE,9,Zware regen,0.69,weekenddag
6/9/2024 20:30,4.7793,51.5876,4811 ET,Glas,W,9,Bewolkt,0.92,weekenddag
6/9/2024 21:00,4.7793,51.5876,4811 ET,Niks,S,7,Droog,0.9,weekenddag
6/9/2024 21:30,4.7793,51.5876,4811 ET,Overig,N,8,Mist,0.65,weekenddag
6/9/2024 22:00,4.7793,51.5876,4811 ET,Plastic,S,7,Mist,0.52,weekenddag
6/9/2024 22:30,4.7793,51.5876,4811 ET,Glas,NE,9,Zware regen,0.8,weekenddag
6/9/2024 23:00,4.7793,51.5876,4811 ET,Plastic,NE,9,Zonnig,0.58,weekenddag
6/9/2024 23:30,4.7793,51.5876,4811 ET,Organisch,N,6,Droog,0.53,weekenddag
6/10/2024 0:00,4.7793,51.5876,4811 ET,Organisch,SW,8,Zonnig,0.78,werkdag
6/10/2024 0:30,4.7793,51.5876,4811 ET,Papier,NE,8,Droog,0.6,werkdag
6/10/2024 1:00,4.7793,51.5876,4811 ET,Niks,SW,7,Sneeuw,0.81,werkdag
6/10/2024 1:30,4.7793,51.5876,4811 ET,Niks,SW,8,Droog,0.51,werkdag
6/10/2024 2:00,4.7793,51.5876,4811 ET,Niks,N,8,Bewolkt,0.96,werkdag
6/10/2024 2:30,4.7793,51.5876,4811 ET,Glas,E,9,Zonnig,0.6,werkdag
6/10/2024 3:00,4.7793,51.5876,4811 ET,Plastic,S,9,Lichte regen,0.78,werkdag
6/10/2024 3:30,4.7793,51.5876,4811 ET,Overig,W,8,Lichte regen,0.54,werkdag
6/10/2024 4:00,4.7793,51.5876,4811 ET,Glas,N,9,Droog,0.58,werkdag
6/10/2024 4:30,4.7793,51.5876,4811 ET,Niks,NE,9,Zonnig,0.51,werkdag
6/10/2024 5:00,4.7793,51.5876,4811 ET,Glas,NE,9,Bewolkt,0.66,werkdag
6/10/2024 5:30,4.7793,51.5876,4811 ET,Papier,SW,8,Lichte regen,0.65,werkdag
6/10/2024 6:00,4.7793,51.5876,4811 ET,Overig,NE,8,Sneeuw,1,werkdag
6/10/2024 6:30,4.7793,51.5876,4811 ET,Niks,E,6,Bewolkt,0.79,werkdag
6/10/2024 7:00,4.7793,51.5876,4811 ET,Papier,NE,7,Lichte regen,0.59,werkdag
6/10/2024 7:30,4.7793,51.5876,4811 ET,Plastic,NW,6,Sneeuw,0.69,werkdag
6/10/2024 8:00,4.7793,51.5876,4811 ET,Niks,NW,6,Zware regen,0.91,werkdag
6/10/2024 8:30,4.7793,51.5876,4811 ET,Organisch,E,7,Sneeuw,0.62,werkdag
6/10/2024 9:00,4.7793,51.5876,4811 ET,Metaal,NW,8,Bewolkt,0.66,werkdag
6/10/2024 9:30,4.7793,51.5876,4811 ET,Plastic,E,10,Droog,0.91,werkdag
6/10/2024 10:00,4.7793,51.5876,4811 ET,Plastic,NW,8,Zonnig,0.81,werkdag
6/10/2024 10:30,4.7793,51.5876,4811 ET,Papier,SE,9,Zware regen,0.56,werkdag
6/10/2024 11:00,4.7793,51.5876,4811 ET,Papier,NW,7,Sneeuw,0.76,werkdag
6/10/2024 11:30,4.7793,51.5876,4811 ET,Niks,W,7,Zware regen,0.81,werkdag
6/10/2024 12:00,4.7793,51.5876,4811 ET,Plastic,S,8,Sneeuw,0.76,werkdag
6/10/2024 12:30,4.7793,51.5876,4811 ET,Niks,SE,9,Zware regen,0.65,werkdag
6/10/2024 13:00,4.7793,51.5876,4811 ET,Glas,SE,10,Lichte regen,0.69,werkdag
6/10/2024 13:30,4.7793,51.5876,4811 ET,Organisch,W,9,Zonnig,0.95,werkdag
6/10/2024 14:00,4.7793,51.5876,4811 ET,Niks,SE,8,Mist,0.74,werkdag
6/10/2024 14:30,4.7793,51.5876,4811 ET,Organisch,NW,7,Zonnig,0.74,werkdag
6/10/2024 15:00,4.7793,51.5876,4811 ET,Glas,SE,8,Mist,0.83,werkdag
6/10/2024 15:30,4.7793,51.5876,4811 ET,Niks,SE,8,Sneeuw,0.98,werkdag
6/10/2024 16:00,4.7793,51.5876,4811 ET,Niks,SE,7,Mist,0.52,werkdag
6/10/2024 16:30,4.7793,51.5876,4811 ET,Overig,N,9,Lichte regen,0.67,werkdag
6/10/2024 17:00,4.7793,51.5876,4811 ET,Niks,SE,9,Mist,0.59,werkdag
6/10/2024 17:30,4.7793,51.5876,4811 ET,Niks,W,8,Droog,0.91,werkdag
6/10/2024 18:00,4.7793,51.5876,4811 ET,Papier,N,7,Lichte regen,0.72,werkdag
6/10/2024 18:30,4.7793,51.5876,4811 ET,Niks,SE,7,Sneeuw,0.92,werkdag
6/10/2024 19:00,4.7793,51.5876,4811 ET,Niks,SE,6,Zware regen,0.74,werkdag
6/10/2024 19:30,4.7793,51.5876,4811 ET,Niks,E,8,Bewolkt,0.78,werkdag
6/10/2024 20:00,4.7793,51.5876,4811 ET,Niks,NE,7,Mist,0.64,werkdag
6/10/2024 20:30,4.7793,51.5876,4811 ET,Niks,SW,8,Zware regen,0.75,werkdag
6/10/2024 21:00,4.7793,51.5876,4811 ET,Metaal,W,10,Bewolkt,0.92,werkdag
6/10/2024 21:30,4.7793,51.5876,4811 ET,Glas,S,6,Sneeuw,0.61,werkdag
6/10/2024 22:00,4.7793,51.5876,4811 ET,Plastic,NE,6,Sneeuw,0.88,werkdag
6/10/2024 22:30,4.7793,51.5876,4811 ET,Overig,NW,7,Sneeuw,0.88,werkdag
6/10/2024 23:00,4.7793,51.5876,4811 ET,Metaal,E,8,Mist,0.58,werkdag
6/10/2024 23:30,4.7793,51.5876,4811 ET,Niks,S,7,Zware regen,0.69,werkdag
6/11/2024 0:00,4.7793,51.5876,4811 ET,Plastic,SW,10,Droog,0.9,werkdag
6/11/2024 0:30,4.7793,51.5876,4811 ET,Papier,SW,10,Zonnig,0.66,werkdag
6/11/2024 1:00,4.7793,51.5876,4811 ET,Plastic,S,9,Lichte regen,0.97,werkdag
6/11/2024 1:30,4.7793,51.5876,4811 ET,Niks,SE,6,Lichte regen,0.94,werkdag
6/11/2024 2:00,4.7793,51.5876,4811 ET,Overig,E,10,Zware regen,1,werkdag
6/11/2024 2:30,4.7793,51.5876,4811 ET,Organisch,E,9,Zware regen,0.81,werkdag
6/11/2024 3:00,4.7793,51.5876,4811 ET,Papier,SE,7,Sneeuw,0.73,werkdag
